GENERAL - Microsoft Visual Studio                                                                                                                                                                                         	2h 13m 0s 
Gmail - Opera                                                                                                                                                                                                             	0h 0m 2s 
Microsoft Visual Studio 2022                                                                                                                                                                                              	0h 0m 2s 
Snap Assist                                                                                                                                                                                                               	0h 0m 2s 
What Happens After You? Х Weezer - Opera                                                                                                                                                                                  	0h 0m 2s 
Spacewave Х Confirmbackup - Opera                                                                                                                                                                                         	0h 0m 2s 
Spam (487) - tokin0078@gmail.com - Gmail - Opera                                                                                                                                                                          	0h 0m 2s 
Can't install updates                                                                                                                                                                                                     	0h 0m 2s 
Where Is My Mind? - Retrowave Х The Motion - Opera                                                                                                                                                                        	0h 0m 2s 
GIVENCHY Х Skidz - Opera                                                                                                                                                                                                  	0h 0m 2s 
Can You Afford to Be An Individual? Х Nothing But Thieves - Opera                                                                                                                                                         	0h 0m 2s 
Before End Х DVRST - Opera                                                                                                                                                                                                	0h 0m 2s 
Spit You Out Х The Anix - Opera                                                                                                                                                                                           	0h 0m 2s 
function pointer - Google Search - Opera                                                                                                                                                                                  	0h 0m 2s 
GENERAL - LineObject.cpp                                                                                                                                                                                                  	0h 0m 2s 
function pointer c++ - Google Search - Opera                                                                                                                                                                              	0h 0m 2s 
Line It Up (feat. LP) Х Palaye Royale, LP - Opera                                                                                                                                                                         	0h 0m 2s 
how to shrink spaces in string C++ - Google Search - Opera                                                                                                                                                                	0h 0m 2s 
opera.exe Properties                                                                                                                                                                                                      	0h 0m 2s 
Startup                                                                                                                                                                                                                   	0h 0m 2s 
pass a function as a template C++ - Google Search - Opera                                                                                                                                                                 	0h 0m 2s 
Talking to Yourself Х tnartz, yellow pixie - Opera                                                                                                                                                                        	0h 0m 2s 
Just Like You Х The Anix - Opera                                                                                                                                                                                          	0h 0m 2s 
sTraNgeRs Х Bring Me The Horizon - Opera                                                                                                                                                                                  	0h 0m 2s 
 + [ptr] = 0x00000215d14e64b8 " 3.6  (build 46590) [32-bit]                                                   "                                                                                                           	0h 0m 1s 
 + beg = "?Torrent 3.6  (build 46590) [32-bit]                                                   "                                                                                                                        	0h 0m 1s 
2 Things Х Don Diablo - Opera                                                                                                                                                                                             	0h 0m 1s 
 + dest = "?Torrent 3.6  (build 46590) [32-bit]                                                   "                                                                                                                       	0h 0m 1s 
All Mail - tokin0078@gmail.com - Gmail - Opera                                                                                                                                                                            	0h 0m 1s 
House Of Glass Х slen - Opera                                                                                                                                                                                             	0h 0m 1s 
31% complete                                                                                                                                                                                                              	0h 0m 1s 
SAFE CALL Х TEENAGE PUNK - Opera                                                                                                                                                                                          	0h 0m 1s 
Gloom Х Geoxor - Opera                                                                                                                                                                                                    	0h 0m 1s 
WAYS Х ENXK - Opera                                                                                                                                                                                                       	0h 0m 1s 
Folder Access Denied                                                                                                                                                                                                      	0h 0m 1s 
Games                                                                                                                                                                                                                     	0h 0m 1s 
steam                                                                                                                                                                                                                     	0h 0m 1s 
19% complete                                                                                                                                                                                                              	0h 0m 1s 
 + [comparator] = less                                                                                                                                                                                                    	0h 0m 1s 
Ѕез имени - Opera                                                                                                                                                                                                         	0h 0m 1s 
Can You Feel My Heart Х Bring Me The Horizon - Opera                                                                                                                                                                      	0h 0m 1s 
Function Х TOPE2DIE - Opera                                                                                                                                                                                               	0h 0m 1s 
Action center                                                                                                                                                                                                             	0h 0m 1s 
Muddy Х plenka - Opera                                                                                                                                                                                                    	0h 0m 1s 
Progress                                                                                                                                                                                                                  	0h 0m 1s 
Falling Х RXLZQ - Opera                                                                                                                                                                                                   	0h 0m 1s 
Tell Me Х Hermei - Opera                                                                                                                                                                                                  	0h 0m 1s 
Temp                                                                                                                                                                                                                      	0h 0m 1s 
Emergency Contact Х Pierce The Veil - Opera                                                                                                                                                                               	0h 0m 1s 
This PC                                                                                                                                                                                                                   	0h 0m 1s 
Trash - tokin0078@gmail.com - Gmail - Opera                                                                                                                                                                               	0h 0m 1s 
0% complete                                                                                                                                                                                                               	0h 0m 1s 
 + spacingmap = { size=1 }                                                                                                                                                                                                	0h 0m 1s 
Bury the Light Х Casey Edwards, Victor Borba - Opera                                                                                                                                                                      	0h 0m 1s 
Crusade Х The Hate Club - Opera                                                                                                                                                                                           	0h 0m 1s 
 + spacingmap = { size=0 }                                                                                                                                                                                                	0h 0m 1s 
78% complete                                                                                                                                                                                                              	0h 0m 1s 
7% complete                                                                                                                                                                                                               	0h 0m 1s 
59% complete                                                                                                                                                                                                              	0h 0m 1s 
Check Out Х J. Worra, Leo Stannard - Opera                                                                                                                                                                                	0h 0m 1s 
 + rawmap = { size=0 }                                                                                                                                                                                                    	0h 0m 1s 
Windows Shell Experience Host                                                                                                                                                                                             	0h 0m 1s 
Jump List for µTorrent                                                                                                                                                                                                    	0h 0m 1s 
44% complete                                                                                                                                                                                                              	0h 0m 1s 
After You Х plenka - Opera                                                                                                                                                                                                	0h 0m 1s 
Discovered 1,945 items (718 MB)...                                                                                                                                                                                        	0h 0m 1s 
 + chunk = { size=0 }                                                                                                                                                                                                     	0h 0m 0s 
 + dest = "rent 3.6  (build 46590) [32-bit]                                                   "                                                                                                                           	0h 0m 0s 
Honeybrains Х Royal Blood - Opera                                                                                                                                                                                         	0h 0m 0s 
Sod's Law Х Woodju, Lantsberg - Opera                                                                                                                                                                                     	0h 0m 0s 
Speedtest by Ookla - The Glob - Opera                                                                                                                                                                                     	0h 0m 0s 
GENERAL - LineObject.h                                                                                                                                                                                                    	0h 0m 0s 
G:\VS Studio\Comunity\Common7\IDE\CommonExtensions\Platform\Debugger\VsDebugConsole.exe                                                                                                                                   	0h 0m 0s 
New notification                                                                                                                                                                                                          	0h 0m 0s 
Start                                                                                                                                                                                                                     	0h 0m 0s 
Global\ZTECancelAutoPlay_df,{77DC7942-B9DE-4084-8CD4-0DA262D726B5}                                                                                                                                                        	0h 0m 0s 
DockAdornerWindow                                                                                                                                                                                                         	0h 0m 0s 
?Torrent 3.6  (Ќе отвечает)                                                                                                                                                                                               	0h 0m 0s 
92% complete                                                                                                                                                                                                              	0h 0m 0s 
50% complete                                                                                                                                                                                                              	0h 0m 0s 
46% complete                                                                                                                                                                                                              	0h 0m 0s 
https://www.nextptr.com/question/a1167134793/function-pointer-to-an-instance-of-a-function-template - Opera                                                                                                               	0h 0m 0s 
https://www.r2p.com.ua/client_account/contacts/new - Opera                                                                                                                                                                	0h 0m 0s 
2% complete                                                                                                                                                                                                               	0h 0m 0s 
opera                                                                                                                                                                                                                     	0h 0m 0s 
35% complete                                                                                                                                                                                                              	0h 0m 0s 
16% complete                                                                                                                                                                                                              	0h 0m 0s 
bitwise_masks.exe - Shortcut                                                                                                                                                                                              	0h 0m 0s 
«агрузкаЕ - Opera                                                                                                                                                                                                         	0h 0m 0s 
maxsize = 0                                                                                                                                                                                                               	0h 0m 0s 
40% complete                                                                                                                                                                                                              	0h 0m 0s 
UnlockingWindow                                                                                                                                                                                                           	0h 0m 0s 
11% complete                                                                                                                                                                                                              	0h 0m 0s 
100% complete                                                                                                                                                                                                             	0h 0m 0s 
Windows                                                                                                                                                                                                                   	0h 0m 0s 
 - Opera                                                                                                                                                                                                                  	0h 0m 0s 
Discovered 2,859 items (1.20 GB)...                                                                                                                                                                                       	0h 0m 0s 
Discovered 3,434 items (1.25 GB)...                                                                                                                                                                                       	0h 0m 0s 
 + righpart = "0h 39m 36s "                                                                                                                                                                                               	0h 0m 0s 
30% complete                                                                                                                                                                                                              	0h 0m 0s 
27% complete                                                                                                                                                                                                              	0h 0m 0s 
22% complete                                                                                                                                                                                                              	0h 0m 0s 
cplusplus.com - Opera                                                                                                                                                                                                     	0h 0m 0s 
 + leftpart = "?Torrent 3.6  (build 46590) [32-bit]                                                   "                                                                                                                   	0h 0m 0s 
14% complete                                                                                                                                                                                                              	0h 0m 0s 

Total spent time                                                                                                                                                                                                          	6h 12m 18s 
